#{"t_start": 1745585070.5365307, "env_id": "intersection-v0"}
r,l,t
-3.0,2,3041.424534
-2.0,3,3041.643831
5.0,5,3041.883457
5.0,5,3042.156258
5.0,5,3042.506675
-2.0,3,3042.653035
-2.0,3,3042.831207
-2.0,3,3042.99164
3.0,4,3043.328802
2.0,3,3043.545701
5.0,5,3043.891562
4.0,4,3044.160734
5.0,5,3044.448328
5.0,5,3044.768363
5.0,5,3045.052724
5.0,5,3045.241056
-3.0,2,3045.358897
-2.742999,3,3045.578932
-2.0,3,3045.768451
4.0,4,3046.029282
3.0,4,3046.182441
-2.0,3,3046.340172
-2.175214,3,3046.529499
-2.0,3,3046.724788
4.0,4,3046.882084
-3.0,2,3047.027123
2.0,3,3047.322372
-3.0,2,3047.489804
5.0,5,3047.769049
-3.0,2,3047.941045
5.0,5,3048.260743
5.0,5,3048.580103
5.0,5,3048.895841
5.0,5,3049.307782
5.0,5,3049.719734
5.0,5,3049.949863
5.0,5,3050.202134
5.0,5,3050.553753
-2.0,3,3050.754558
4.0,4,3051.044838
5.0,5,3051.347152
5.0,5,3051.591027
2.0,3,3051.911574
5.0,5,3052.122302
-2.0,3,3052.392156
5.0,5,3052.6259
5.0,5,3052.848351
5.0,5,3053.175757
5.0,5,3053.426359
5.0,5,3053.774654
5.0,5,3053.999818
5.0,5,3054.233965
5.0,5,3054.479894
-2.0,3,3054.757823
-3.392624,2,3054.962799
-1.0,4,3055.210254
5.0,5,3055.519711
5.0,5,3055.946299
5.0,5,3056.325855
-3.0,2,3056.531294
5.0,5,3056.783942
5.0,5,3057.016329
5.0,5,3057.313198
5.0,5,3057.587097
5.0,5,3057.907616
5.0,5,3058.163988
-2.0,3,3058.413239
-2.0,3,3058.596618
-2.0,3,3058.832366
-2.0,3,3058.999191
-2.468761,3,3059.19008
5.0,5,3059.491937
-3.0,2,3059.701077
-1.0,4,3060.087499
5.0,5,3060.363078
5.0,5,3060.620807
-2.175214,3,3060.757952
5.0,5,3060.891856
-2.0,3,3061.101563
-2.0,3,3061.285822
5.0,5,3061.513806
3.0,4,3061.76197
-3.0,2,3061.96065
2.0,3,3062.2163
5.0,5,3062.550674
-3.0,2,3062.688452
5.0,5,3062.954971
5.0,5,3063.145889
5.0,5,3063.594892
5.0,5,3063.955517
5.0,5,3064.34351
2.0,3,3064.518345
5.0,5,3064.804695
5.0,5,3065.232627
4.0,4,3065.55664
-3.0,2,3065.718614
-2.0,3,3065.95328
-2.0,3,3066.144895
-2.0,3,3066.321467
5.0,5,3066.632942
5.0,5,3067.003226
5.0,5,3067.213619
5.0,5,3067.504725
-4.0,1,3067.642941
5.0,5,3067.999759
-2.0,3,3068.223915
-2.0,3,3068.405989
-1.0,4,3068.817865
-3.0,2,3069.049104
-2.0,3,3069.213362
-2.0,3,3069.380259
-2.0,3,3069.568005
5.0,5,3069.892562
5.0,5,3070.151831
5.0,5,3070.408965
-2.0,3,3070.637032
-2.468761,3,3070.878242
5.0,5,3071.127138
5.0,5,3071.513324
-2.0,3,3071.681629
-4.0,1,3071.777547
-2.0,3,3071.998885
-2.0,3,3072.227988
5.0,5,3072.405647
-3.0,2,3072.598793
2.0,3,3072.831147
5.0,5,3073.243696
-2.0,3,3073.390457
-2.0,3,3073.669775
5.0,5,3074.009501
-3.0,2,3074.211672
2.0,3,3074.428067
-2.0,3,3074.64191
-2.175214,3,3074.82465
-2.0,3,3075.053814
-2.0,3,3075.335582
5.0,5,3075.714554
5.0,5,3075.977548
2.0,3,3076.245673
-2.0,3,3076.4681
-2.0,3,3076.694932
5.0,5,3076.993151
5.0,5,3077.313009
5.0,5,3077.814549
5.0,5,3078.016894
-2.175214,3,3078.175604
-3.0,2,3078.371839
4.0,4,3078.512443
-3.0,2,3078.6676
5.0,5,3078.984868
5.0,5,3079.233777
5.0,5,3079.587535
5.0,5,3079.875585
5.0,5,3080.269044
4.0,4,3080.561459
-3.0,2,3080.777462
-1.0,4,3080.964881
5.0,5,3081.322057
-2.175214,3,3081.652478
5.0,5,3081.876186
5.0,5,3082.192206
5.0,5,3082.407729
-2.0,3,3082.566511
5.0,5,3082.942717
-2.0,3,3083.175967
5.0,5,3083.562138
5.0,5,3083.833281
-3.0,2,3083.97866
5.0,5,3084.251726
5.0,5,3084.575234
5.0,5,3086.548362
4.0,4,3086.827311
5.0,5,3087.093061
-2.0,3,3087.343616
-2.0,3,3087.586865
5.0,5,3087.925756
5.0,5,3088.087884
-2.175214,3,3088.330087
-2.0,3,3088.477304
-2.742999,3,3088.751418
5.0,5,3089.117051
-2.0,3,3089.332
4.0,4,3089.586603
-2.175214,3,3089.764564
5.0,5,3090.099803
5.0,5,3092.384825
5.0,5,3092.719026
5.0,5,3093.102459
-2.0,3,3093.395778
-2.0,3,3093.569858
-4.0,1,3093.643032
4.0,4,3093.91061
-3.0,2,3094.050477
-2.0,3,3094.256125
5.0,5,3094.582934
5.0,5,3094.824967
-2.0,3,3095.084898
5.0,5,3095.296506
2.0,3,3095.560004
4.0,4,3095.794954
5.0,5,3096.095877
-2.0,3,3096.326094
-2.0,3,3096.620405
5.0,5,3096.866712
-3.0,2,3097.027156
-5.0,1,3097.122839
2.0,3,3097.403112
-2.0,3,3097.62608
-4.0,1,3097.702489
4.0,4,3098.015878
5.0,5,3098.323796
-3.0,2,3098.475307
5.0,5,3098.688218
-4.0,1,3098.817551
-3.0,2,3098.980863
-2.0,3,3099.202209
-2.0,3,3099.370015
5.0,5,3099.71992
-3.0,2,3099.872222
-1.0,4,3100.139601
5.0,5,3100.550837
5.0,5,3100.846027
-4.0,1,3100.954544
5.0,5,3101.284457
4.0,4,3101.476732
5.0,5,3101.743441
5.0,5,3102.193165
5.0,5,3102.463379
5.0,5,3102.769407
-2.0,3,3102.947291
-3.0,2,3103.145065
5.0,5,3103.453102
5.0,5,3103.658632
5.0,5,3103.944386
5.0,5,3104.23547
4.0,4,3104.435782
4.0,4,3104.618868
5.0,5,3104.925793
-1.0,4,3105.185509
-5.0,1,3105.289854
5.0,5,3105.727917
-2.468761,3,3106.036331
-3.0,2,3106.207144
5.0,5,3106.441651
-2.175214,3,3106.609904
-2.0,3,3106.756616
-2.175214,3,3106.949058
5.0,5,3107.243217
5.0,5,3107.543056
3.0,4,3107.840812
-2.0,3,3108.103802
5.0,5,3108.393816
-1.0,4,3108.678288
5.0,5,3108.941113
-2.0,3,3109.149977
-2.0,3,3109.468271
-3.0,2,3109.622016
-2.0,3,3109.813617
4.0,4,3110.025537
5.0,5,3110.386825
-2.0,3,3110.713584
-3.0,2,3110.910721
5.0,5,3111.29466
-2.0,3,3111.437012
-3.0,2,3111.552543
-2.0,3,3111.677472
5.0,5,3112.04622
5.0,5,3112.292104
-3.0,2,3112.422778
-2.0,3,3112.656396
-2.175214,3,3112.947392
-2.0,3,3113.256125
-2.742999,3,3113.572201
-2.0,3,3113.782523
-2.0,3,3113.983551
-2.0,3,3114.16481
5.0,5,3114.39118
-2.175214,3,3114.635773
-2.0,3,3114.815578
2.0,3,3115.035717
5.0,5,3115.376335
5.0,5,3115.714389
4.0,4,3115.936957
4.0,4,3116.203779
2.0,3,3116.511091
-2.0,3,3116.639107
5.0,5,3116.928718
5.0,5,3117.478689
-2.0,3,3117.691585
-5.0,1,3117.797668
5.0,5,3118.171705
5.0,5,3118.467987
4.0,4,3118.723058
5.0,5,3119.084848
-2.0,3,3119.257223
-2.0,3,3119.556685
5.0,5,3119.876751
-2.0,3,3120.130797
5.0,5,3120.41362
5.0,5,3120.81693
-2.0,3,3121.013276
-2.0,3,3121.269881
5.0,5,3121.61641
5.0,5,3121.95066
-3.0,2,3122.098099
4.0,4,3122.283246
5.0,5,3122.533026
-2.0,3,3122.73999
5.0,5,3123.141542
-2.0,3,3123.380026
5.0,5,3123.817911
-3.0,2,3123.96564
5.0,5,3124.346433
-2.0,3,3124.575342
5.0,5,3124.783147
5.0,5,3125.224529
-3.0,2,3125.406341
5.0,5,3125.924434
-2.175214,3,3126.139991
5.0,5,3126.293514
-1.0,4,3126.49658
-2.0,3,3126.695459
5.0,5,3127.025298
-3.0,2,3127.232942
-5.0,1,3127.311989
5.0,5,3127.539364
2.0,3,3127.750013
5.0,5,3128.123386
4.0,4,3128.499755
4.0,4,3128.777455
2.0,3,3129.00711
5.0,5,3129.250941
5.0,5,3129.531038
5.0,5,3129.770195
5.0,5,3130.120321
-2.0,3,3130.3256
-2.468761,3,3130.608292
-3.0,2,3130.775852
5.0,5,3131.094445
-2.0,3,3131.371288
-3.0,2,3131.541104
5.0,5,3131.775275
-2.468761,3,3132.043005
5.0,5,3132.466603
5.0,5,3132.757084
5.0,5,3133.146429
4.0,4,3133.343102
-3.0,2,3133.461794
3.0,4,3133.927266
2.0,3,3134.09284
5.0,5,3134.595747
-2.0,3,3134.80465
-3.0,2,3135.01041
-2.0,3,3135.273773
-3.0,2,3135.44548
5.0,5,3135.620142
-2.0,3,3135.743337
-2.0,3,3135.984485
2.0,3,3136.142696
-2.0,3,3136.245281
-3.0,2,3136.417491
-2.0,3,3136.674502
-2.0,3,3137.006536
5.0,5,3137.385394
2.0,3,3137.598327
-3.0,2,3137.866881
5.0,5,3138.198424
-2.0,3,3138.445599
-2.742999,3,3138.672973
4.0,4,3138.913486
5.0,5,3139.288157
5.0,5,3139.502926
5.0,5,3139.734547
5.0,5,3140.001756
-3.0,2,3140.192817
-1.0,4,3140.50772
-5.0,1,3140.622787
-3.0,2,3140.756857
5.0,5,3141.007364
-2.468761,3,3141.240046
5.0,5,3141.517463
-2.0,3,3141.752903
2.0,3,3142.052457
5.0,5,3142.348071
5.0,5,3142.737205
4.0,4,3142.950289
5.0,5,3143.344418
5.0,5,3143.60193
5.0,5,3143.824573
2.0,3,3144.049563
-3.0,2,3144.202794
-2.742999,3,3144.353547
-2.0,3,3144.538405
5.0,5,3144.784296
-3.0,2,3144.899489
-1.0,4,3145.119056
-5.0,1,3145.277599
-2.0,3,3145.529599
-2.0,3,3145.690324
5.0,5,3145.953261
-2.0,3,3146.180761
5.0,5,3146.407128
4.0,4,3146.709327
-2.175214,3,3146.846381
5.0,5,3147.183585
-2.0,3,3147.45221
-4.0,1,3147.604317
-2.0,3,3147.866646
4.0,4,3148.087957
5.0,5,3148.284339
5.0,5,3148.608848
-1.0,4,3148.961157
5.0,5,3149.227901
-1.0,4,3149.428912
5.0,5,3149.69201
-2.0,3,3149.886176
-3.0,2,3150.030923
5.0,5,3150.255291
5.0,5,3150.563656
-2.175214,3,3150.784701
-2.468761,3,3151.018788
-2.0,3,3151.186867
5.0,5,3151.601027
-3.0,2,3151.783268
-1.138061,4,3152.049299
5.0,5,3152.337297
5.0,5,3152.552371
5.0,5,3152.860778
-2.0,3,3153.115144
5.0,5,3153.483274
4.0,4,3153.77163
-2.0,3,3154.078493
5.0,5,3154.367093
-2.0,3,3154.598108
5.0,5,3154.831444
-2.0,3,3155.115907
3.0,4,3155.408022
5.0,5,3155.83361
-3.0,2,3155.976829
-0.695039,5,3156.235023
5.0,5,3158.189808
-3.0,2,3158.487249
5.0,5,3158.898394
5.0,5,3159.201678
5.0,5,3159.476584
-2.0,3,3159.669221
5.0,5,3159.928655
-2.0,3,3160.175386
4.0,4,3160.373119
4.0,4,3160.558677
5.0,5,3160.874964
5.0,5,3161.112597
5.0,5,3161.361688
-2.0,3,3161.599983
-3.0,2,3161.797596
5.0,5,3162.014614
5.0,5,3162.246335
-2.742999,3,3162.460252
4.0,4,3162.731921
-2.0,3,3162.950604
-2.0,3,3163.227262
5.0,5,3163.583107
-3.0,2,3163.757789
-2.742999,3,3163.962694
-2.468761,3,3164.233253
-5.0,1,3164.325767
-2.468761,3,3164.552922
4.0,4,3164.754222
-2.0,3,3164.960997
4.0,4,3165.132037
-2.0,3,3165.373418
-2.742999,3,3165.641152
-3.0,2,3165.838661
-2.0,3,3166.014278
5.0,5,3166.282948
5.0,5,3166.640836
-2.0,3,3166.804235
4.0,4,3167.098918
5.0,5,3167.28675
5.0,5,3167.618659
-2.0,3,3167.825984
-2.468761,3,3168.036791
5.0,5,3168.298353
5.0,5,3168.670131
5.0,5,3168.979522
-2.0,3,3169.138876
5.0,5,3169.469483
5.0,5,3169.746236
-1.0,4,3169.924608
5.0,5,3170.326444
5.0,5,3170.791248
4.0,4,3170.930319
-2.175214,3,3171.201558
2.0,3,3171.427519
5.0,5,3171.630878
-2.0,3,3171.823006
5.0,5,3172.277088
-2.0,3,3172.530194
5.0,5,3172.815012
5.0,5,3173.257642
2.0,3,3173.435905
-3.0,2,3173.640674
-1.0,4,3173.879593
5.0,5,3174.301766
-2.0,3,3174.534918
-2.0,3,3174.6904
-3.0,2,3174.859341
-3.0,2,3175.071674
5.0,5,3175.334198
-2.742999,3,3175.545074
-1.0,4,3175.818618
-3.0,2,3175.992663
4.0,4,3176.29757
5.0,5,3176.596966
5.0,5,3176.829391
5.0,5,3177.340822
5.0,5,3177.752928
-2.175214,3,3177.98199
2.0,3,3178.259681
5.0,5,3178.492781
4.0,4,3178.73448
-2.0,3,3178.960109
-3.0,2,3179.150853
5.0,5,3179.510661
-2.175214,3,3179.83077
5.0,5,3180.143599
5.0,5,3180.355976
-2.0,3,3180.531924
5.0,5,3180.914395
-2.0,3,3181.192824
2.0,3,3181.435619
5.0,5,3181.732862
-2.0,3,3181.952245
4.0,4,3182.198671
3.0,4,3182.368241
5.0,5,3182.745363
-2.0,3,3183.019147
-2.0,3,3183.251449
5.0,5,3183.574542
5.0,5,3183.754604
5.0,5,3184.113017
-3.0,2,3184.256327
-2.0,3,3184.468186
5.0,5,3184.751908
-5.0,1,3184.88613
-5.0,1,3184.960303
-3.0,2,3185.097636
5.0,5,3185.356916
5.0,5,3185.636737
-2.0,3,3185.841984
-2.742999,3,3186.111432
5.0,5,3186.50162
-3.0,2,3186.649926
5.0,5,3186.923178
-1.702039,4,3187.212437
4.0,4,3187.51314
5.0,5,3187.796595
-1.0,4,3188.209248
5.0,5,3188.549092
5.0,5,3188.81147
-3.0,2,3188.960259
-2.0,3,3189.136053
5.0,5,3189.551624
2.0,3,3189.809544
-3.0,2,3189.990658
5.0,5,3190.266494
5.0,5,3190.461912
5.0,5,3190.678977
-2.468761,3,3190.895678
-2.0,3,3191.080125
-2.0,3,3191.260266
5.0,5,3191.57867
-2.0,3,3191.885686
2.0,3,3192.141454
5.0,5,3192.423161
5.0,5,3192.670016
5.0,5,3192.977552
-2.0,3,3193.155357
4.0,4,3193.37597
-5.0,1,3193.50961
5.0,5,3193.790094
5.0,5,3194.085938
-3.0,2,3194.288838
-2.0,3,3194.583235
-2.468761,3,3194.834199
-3.0,2,3194.973295
5.0,5,3195.215338
-2.0,3,3195.40777
-1.702039,4,3195.735372
3.0,4,3195.982129
-2.0,3,3196.14864
3.0,4,3196.404445
5.0,5,3196.823398
-3.0,2,3196.957354
5.0,5,3197.274914
5.0,5,3197.552953
5.0,5,3197.925381
5.0,5,3198.318133
5.0,5,3198.753414
-2.468761,3,3198.947181
5.0,5,3199.23068
-2.0,3,3199.368178
-3.0,2,3199.522096
5.0,5,3199.874648
5.0,5,3200.243042
5.0,5,3200.472634
-3.0,2,3200.604635
-2.0,3,3200.810294
5.0,5,3200.985598
4.0,4,3201.282552
5.0,5,3201.606692
5.0,5,3201.918305
5.0,5,3202.191398
5.0,5,3202.565867
-3.0,2,3202.704183
4.0,4,3202.991234
5.0,5,3203.420902
5.0,5,3203.682482
-4.0,1,3203.732824
5.0,5,3204.088644
-1.138061,4,3204.321977
-1.0,4,3204.755394
-3.0,2,3204.900205
-5.0,1,3204.980143
2.0,3,3205.282722
4.0,4,3205.483616
5.0,5,3205.930626
-3.0,2,3206.034375
-1.0,4,3206.24174
5.0,5,3206.504211
5.0,5,3206.847381
5.0,5,3207.177784
5.0,5,3207.460841
-2.742999,3,3207.65601
5.0,5,3208.016977
5.0,5,3208.285196
5.0,5,3208.605024
-1.429751,4,3208.966088
5.0,5,3209.306658
2.0,3,3209.571073
-2.175214,3,3209.797895
5.0,5,3210.128736
5.0,5,3210.362778
5.0,5,3210.595743
5.0,5,3210.884792
5.0,5,3211.262822
-2.742999,3,3211.528386
5.0,5,3211.772034
-2.0,3,3212.074105
5.0,5,3212.397895
4.0,4,3212.730062
4.0,4,3213.03546
-2.468761,3,3213.291207
4.0,4,3213.597157
-3.0,2,3213.784508
5.0,5,3214.105546
-2.468761,3,3214.3059
5.0,5,3214.49022
-2.0,3,3214.685755
-2.0,3,3214.913184
-1.0,4,3215.327507
-3.0,2,3215.450695
5.0,5,3215.754122
5.0,5,3215.897212
-2.0,3,3216.116555
5.0,5,3216.49699
5.0,5,3216.673419
5.0,5,3216.964446
5.0,5,3217.207082
5.0,5,3217.563356
5.0,5,3217.795894
-2.0,3,3218.080637
5.0,5,3218.312701
5.0,5,3218.612733
5.0,5,3218.814618
5.0,5,3219.102427
5.0,5,3219.396107
-2.0,3,3219.615249
5.0,5,3219.848114
-4.875676,1,3219.95058
-1.0,4,3220.199152
-3.0,2,3220.431494
5.0,5,3220.762585
5.0,5,3221.064823
5.0,5,3221.530701
-2.0,3,3221.824109
-2.0,3,3221.923862
2.0,3,3222.156057
-3.0,2,3222.321035
5.0,5,3222.62113
5.0,5,3223.008189
5.0,5,3223.215407
-1.0,4,3223.571053
5.0,5,3223.943509
-2.0,3,3224.177484
5.0,5,3224.570412
-2.0,3,3226.421739
5.0,5,3226.860212
4.0,4,3227.031024
5.0,5,3227.332667
5.0,5,3227.63616
5.0,5,3227.835297
-3.0,2,3228.121859
5.0,5,3228.522497
5.0,5,3228.908569
-4.0041,1,3229.001686
5.0,5,3229.264333
5.0,5,3229.550735
-2.0,3,3229.801944
-2.0,3,3230.089373
-2.0,3,3230.324065
-2.0,3,3230.556579
5.0,5,3230.847317
-2.0,3,3231.078549
5.0,5,3231.247832
-3.0,2,3231.41408
5.0,5,3231.621935
5.0,5,3231.838067
-2.0,3,3232.030449
-2.0,3,3232.242619
5.0,5,3232.485878
5.0,5,3232.680477
-2.0,3,3235.024935
3.0,4,3235.422512
5.0,5,3235.587901
5.0,5,3235.748915
-2.0,3,3236.004295
5.0,5,3236.326993
4.0,4,3236.607271
-2.0,3,3236.869549
5.0,5,3237.23443
-2.0,3,3237.466319
-3.0,2,3237.603508
-2.0,3,3237.762082
-2.0,3,3237.914083
5.0,5,3238.221312
5.0,5,3238.498404
5.0,5,3238.791127
5.0,5,3239.111057
-2.175214,3,3239.283221
5.0,5,3239.544929
5.0,5,3239.917006
-2.0,3,3240.092993
5.0,5,3240.403298
-2.0,3,3240.555817
4.0,4,3240.798256
-2.742999,3,3241.086714
-2.0,3,3241.311957
5.0,5,3241.501165
5.0,5,3241.83959
-3.0,2,3242.02931
5.0,5,3242.252264
4.0,4,3242.476532
2.0,3,3242.774382
-2.468761,3,3242.990447
-2.0,3,3243.207402
2.0,3,3243.444859
5.0,5,3243.739405
5.0,5,3243.94843
-2.468761,3,3244.147208
5.0,5,3244.425516
-2.742999,3,3244.68196
5.0,5,3244.992918
5.0,5,3245.234747
-3.0,2,3245.404351
5.0,5,3245.506525
-2.0,3,3245.709277
-2.0,3,3245.948102
5.0,5,3246.281206
-2.0,3,3246.46603
-2.468761,3,3246.774733
5.0,5,3247.116421
-1.0,4,3247.303015
-3.0,2,3247.478238
5.0,5,3247.842968
4.0,4,3248.180159
5.0,5,3248.535582
5.0,5,3248.864371
5.0,5,3249.163019
4.0,4,3249.40322
-2.0,3,3249.6215
-3.0,2,3249.782413
2.0,3,3250.00854
5.0,5,3250.299108
-3.0,2,3250.459742
2.0,3,3250.712591
-3.0,2,3250.916409
5.0,5,3251.188839
5.0,5,3251.560962
-3.0,2,3251.747271
4.0,4,3252.007779
5.0,5,3252.276952
-2.0,3,3252.439212
-3.0,2,3252.637625
5.0,5,3252.984048
5.0,5,3253.188928
-1.0,4,3253.554215
5.0,5,3253.967813
-3.0,2,3254.15312
-1.702039,4,3254.336987
5.0,5,3254.632307
-2.0,3,3254.872829
-2.0,3,3255.149928
-2.0,3,3255.319391
5.0,5,3255.591801
-1.0,4,3256.00849
-2.0,3,3256.220231
-3.0,2,3256.44002
5.0,5,3256.69891
5.0,5,3256.975519
5.0,5,3257.245592
-3.0,2,3257.402357
5.0,5,3257.602961
4.0,4,3257.818787
-2.0,3,3258.016139
4.0,4,3258.38858
-2.0,3,3258.714436
5.0,5,3259.072264
5.0,5,3259.418622
5.0,5,3259.676939
2.0,3,3259.906858
5.0,5,3260.329354
2.0,3,3260.579269
-2.0,3,3260.855471
5.0,5,3261.248026
-2.0,3,3261.448628
-2.468761,3,3261.729063
5.0,5,3262.125874
-2.0,3,3262.315523
-3.0,2,3262.530881
-2.0,3,3262.711977
-4.0,1,3262.832545
5.0,5,3263.134631
-2.0,3,3263.448931
5.0,5,3263.689192
4.0,4,3263.979957
-2.0,3,3264.221502
5.0,5,3264.424384
4.0,4,3264.695902
5.0,5,3265.015793
4.0,4,3265.250309
-2.0,3,3265.405452
5.0,5,3265.665292
-2.0,3,3265.865718
-2.175214,3,3266.088743
-2.0,3,3266.273387
5.0,5,3266.618119
5.0,5,3267.009195
-2.0,3,3267.322103
2.0,3,3267.57795
2.0,3,3267.781973
5.0,5,3268.051397
-2.175214,3,3268.280535
5.0,5,3268.662389
5.0,5,3268.945165
5.0,5,3269.221844
-2.742999,3,3269.463954
-3.0,2,3269.629719
5.0,5,3269.817934
-2.0,3,3270.041587
5.0,5,3270.446025
-2.468761,3,3270.772243
4.0,4,3271.110234
5.0,5,3271.524395
4.0,4,3271.791825
5.0,5,3272.149286
5.0,5,3272.381024
-3.697041,2,3272.570528
-2.0,3,3272.764473
5.0,5,3273.030906
-3.0,2,3273.15444
-2.0,3,3273.337751
5.0,5,3273.604753
5.0,5,3273.906208
-2.0,3,3274.15183
-2.0,3,3274.446984
-2.0,3,3274.671946
5.0,5,3275.097397
5.0,5,3275.514906
-2.0,3,3275.719224
-2.0,3,3275.957093
5.0,5,3276.314138
-3.0,2,3276.458873
-2.0,3,3276.694328
5.0,5,3276.976792
4.0,4,3277.175752
5.0,5,3277.381598
5.0,5,3277.658889
5.0,5,3277.902235
5.0,5,3278.053012
5.0,5,3278.372996
5.0,5,3278.69897
-2.0,3,3278.897048
-2.175214,3,3279.199032
-2.0,3,3279.393372
-3.0,2,3279.533207
4.0,4,3279.829853
-2.0,3,3280.000232
-1.138061,4,3280.287323
5.0,5,3280.525314
-2.0,3,3280.728957
5.0,5,3281.20742
5.0,5,3281.500021
-2.0,3,3281.69294
-2.0,3,3281.936446
2.0,3,3282.228583
5.0,5,3282.643965
5.0,5,3282.887794
5.0,5,3283.164054
5.0,5,3283.4408
-2.0,3,3283.63521
5.0,5,3284.055387
-2.0,3,3284.319335
5.0,5,3284.55257
-1.0,4,3284.859478
5.0,5,3285.067491
5.0,5,3285.254914
5.0,5,3285.519752
5.0,5,3285.931231
4.0,4,3286.276551
5.0,5,3286.587195
-2.175214,3,3286.772134
2.0,3,3286.958756
-3.697041,2,3287.244603
5.0,5,3287.683101
5.0,5,3287.965172
2.0,3,3288.178149
-1.0,4,3288.447879
4.0,4,3288.80709
-3.0,2,3288.953921
-2.0,3,3289.104911
5.0,5,3289.404107
-2.0,3,3289.590864
5.0,5,3289.907636
-3.0,2,3290.055908
2.0,3,3290.374405
4.0,4,3290.740613
5.0,5,3290.990638
2.0,3,3291.164004
4.0,4,3291.373157
-3.0,2,3291.593958
5.0,5,3291.882688
3.0,4,3292.140027
-2.0,3,3292.369935
5.0,5,3292.707876
5.0,5,3293.002144
5.0,5,3293.243955
-2.0,3,3293.498358
5.0,5,3293.694192
5.0,5,3293.918676
-2.0,3,3294.120286
-2.0,3,3294.26041
-2.742999,3,3294.454273
-2.0,3,3296.357214
5.0,5,3296.752703
5.0,5,3297.030141
5.0,5,3297.423977
-2.0,3,3297.636526
-1.0,4,3297.979341
5.0,5,3298.341684
-3.0,2,3298.520124
5.0,5,3298.828272
-2.468761,3,3299.020161
-3.0,2,3299.214305
-2.175214,3,3299.476329
-3.697041,2,3299.683132
-2.0,3,3299.992709
5.0,5,3300.366178
5.0,5,3300.595439
5.0,5,3301.064278
4.0,4,3301.308538
0.0,5,3301.693224
-2.0,3,3302.019416
5.0,5,3302.273953
5.0,5,3302.561277
5.0,5,3302.762441
-2.0,3,3303.046503
-2.0,3,3303.247155
-2.0,3,3303.46279
5.0,5,3303.821508
5.0,5,3304.106081
5.0,5,3304.398651
5.0,5,3304.718109
-2.742999,3,3304.958579
5.0,5,3305.268568
5.0,5,3305.375397
-3.0,2,3305.517761
5.0,5,3305.851618
-2.0,3,3306.080738
5.0,5,3306.480395
5.0,5,3306.766407
5.0,5,3307.006376
2.0,3,3307.295042
-2.0,3,3307.500108
5.0,5,3307.802439
-2.0,3,3308.035768
-3.0,2,3308.236079
-2.0,3,3308.463048
5.0,5,3308.865065
3.0,4,3309.14678
-3.0,2,3309.381089
5.0,5,3309.667427
-3.0,2,3309.850757
-2.0,3,3310.164918
5.0,5,3310.441112
-3.068023,2,3310.628116
5.0,5,3310.829067
-3.0,2,3311.008499
-2.0,3,3311.228187
5.0,5,3311.577699
-2.0,3,3311.842373
-2.0,3,3312.013062
-2.0,3,3312.228017
5.0,5,3312.690283
4.0,4,3312.858245
5.0,5,3313.242317
-2.0,3,3313.430081
-3.0,2,3313.589582
3.0,4,3313.850978
5.0,5,3314.115743
5.0,5,3314.555292
-2.0,3,3314.824239
-2.0,3,3314.965961
5.0,5,3315.185501
5.0,5,3315.479477
-2.0,3,3315.708247
5.0,5,3316.119344
5.0,5,3316.536808
-2.0,3,3316.768213
-2.0,3,3317.0292
5.0,5,3317.293817
6.0,6,3317.690336
5.0,5,3317.953092
5.0,5,3318.197087
-2.0,3,3318.430843
5.0,5,3318.727092
5.0,5,3319.032501
5.0,5,3319.392143
-2.175214,3,3319.611103
-2.0,3,3319.857886
-2.468761,3,3320.096393
-2.0,3,3320.306469
5.0,5,3320.616151
-3.0,2,3320.797547
5.0,5,3321.035483
-3.0,2,3321.177288
5.0,5,3321.437702
4.0,4,3321.706819
2.0,3,3321.928116
-2.175214,3,3322.17005
-2.0,3,3322.402885
5.0,5,3322.800096
5.0,5,3323.048366
-1.0,4,3323.332896
5.0,5,3323.752156
-2.0,3,3323.95471
5.0,5,3324.271017
5.0,5,3324.63127
-2.0,3,3324.812659
5.0,5,3325.067121
5.0,5,3325.312307
4.0,4,3325.544615
4.0,4,3325.770903
5.0,5,3326.029434
5.0,5,3326.454903
-3.0,2,3326.657017
5.0,5,3326.928916
-2.0,3,3327.116811
-2.0,3,3327.354354
-2.0,3,3327.498086
4.0,4,3327.819292
5.0,5,3328.120852
5.0,5,3328.245064
2.0,3,3328.476182
5.0,5,3328.786906
-3.0,2,3328.91038
5.0,5,3329.218652
-3.0,2,3329.418471
-2.0,3,3329.639736
5.0,5,3329.990242
5.0,5,3330.240793
5.0,5,3330.643921
5.0,5,3331.043792
5.0,5,3331.297076
5.0,5,3331.554142
-3.0,2,3331.69739
5.0,5,3331.932621
-2.468761,3,3332.279584
-2.468761,3,3332.415746
5.0,5,3332.873166
5.0,5,3333.197853
5.0,5,3333.454486
5.0,5,3333.818036
-2.742999,3,3334.042351
4.0,4,3334.464655
-5.0,1,3334.531288
5.0,5,3334.75893
5.0,5,3335.154562
4.0,4,3335.373041
5.0,5,3335.639896
-3.0,2,3335.815243
5.0,5,3336.107795
-2.0,3,3336.332395
5.0,5,3336.652552
-2.0,3,3336.871424
-2.0,3,3337.06599
-2.0,3,3337.244453
5.0,5,3337.492402
-1.0,4,3337.820841
5.0,5,3338.237467
5.0,5,3338.610608
5.0,5,3338.966417
5.0,5,3339.280079
-2.0,3,3339.445165
5.0,5,3339.736189
-2.0,3,3339.842324
